"","Label","No Index","SMURF","OCNMS","RREAS North","Oceanographic","RREAS Coastwide"
"1","TOTAL",0,7.46000000000004,16.8900000000001,2.23000000000002,-3.51999999999998,119.8
"2","Survey",0,5.32931,-3.90726,1.94841,-4.08976,93.35961
"3","Length_comp",0,0.877999999999986,0.814999999999998,-0.0320000000000391,0.0169999999999959,-0.89100000000002
"4","Age_comp",0,0.368000000000052,1.36099999999999,0.264999999999986,0.00300000000004275,15.119
"5","Recruitment",0,0.160399999999999,10.45695,0.0713999999999988,0.000999999999999446,5.94193
"6","Parm_priors",0,6.30000000000075e-05,-0.015643,-0.000977000000000006,6.60000000000105e-05,-0.054661
